user_id,login_id,device_id  ,merchant_id,name,age,gender,account_created_date,location,avg_monthly_spend
USR04043,LOG04043,DEV04043,M00073,Sanjay Modi,72,Male,09-09-2020,Visakhapatnam,2837.89
USR04044,LOG04044,DEV04044,M00322,Isha Varma,29,Female,24-02-2022,Ahmedabad,4928.01
USR04045,LOG04045,DEV04045,M00389,Yash Khandelwal,34,Male,29-02-2024,Vadodara,6133.47
USR04046,LOG04046,DEV04046,M00011,Ajay Bhargava,55,Male,16-06-2021,Guwahati,588.59
USR04047,LOG04047,DEV04047,M00049,Anand Munjewar,43,Male,08-01-2025,Delhi,9955.79
USR04048,LOG04048,DEV04048,M00261,Radhika Choudhary,37,Female,22-11-2024,Allahabad,1308.02
USR04049,LOG04049,DEV04049,M00392,Aditya Kumar,26,Male,04-06-2023,Agra,3163.75
USR04050,LOG04050,DEV04050,M00357,Simran Reddy,42,Female,24-11-2020,Hubli-Dharwad,8844.85
USR04051,LOG04051,DEV04051,M00351,Anand Ghosh,68,Male,14-11-2024,Tiruchirappalli,1592.52
USR04052,LOG04052,DEV04052,M00004,Arjun Kapoor,76,Male,16-01-2023,Pimpri-Chinchwad,4729.36
USR04053,LOG04053,DEV04053,M00103,Rahul Gupta,35,Male,14-10-2023,Jaipur,3036.31
USR04054,LOG04054,DEV04054,M00138,Tanya Bakode,62,Female,12-02-2020,Vasai-Virar,2379.26
USR04055,LOG04055,DEV04055,M00274,Rakesh Chopra,86,Male,24-11-2025,Jodhpur,3512.78
USR04056,LOG04056,DEV04056,M00392,Ashwjeet Bhargava,73,Male,19-01-2020,Moradabad,8069.96
USR04057,LOG04057,DEV04057,M00144,Manish Mukherjee,27,Male,22-02-2024,Mumbai,9397.51
USR04058,LOG04058,DEV04058,M00053,Ritu Nair,65,Female,27-03-2024,Vijayawada,5348.67
USR04059,LOG04059,DEV04059,M00335,Dhanlaxmi Bakode,73,Female,25-03-2024,Salem,1029.49
USR04060,LOG04060,DEV04060,M00320,Akash Sen,39,Male,31-07-2023,Srinagar,1552.85
USR04061,LOG04061,DEV04061,M00204,Vivek Bhatt,45,Male,14-05-2022,Kanpur,3529.49
USR04062,LOG04062,DEV04062,M00256,Pallavi Roy,38,Female,10-04-2023,Vijayawada,9653.92
USR04063,LOG04063,DEV04063,M00030,Neelam Trivedi,41,Female,08-09-2024,Visakhapatnam,4823.68
USR04064,LOG04064,DEV04064,M00241,Shreya Bhatt,48,Female,17-06-2024,Mira-Bhayandar,4446.69
USR04065,LOG04065,DEV04065,M00447,Isha Bhargava,40,Female,02-07-2021,Vadodara,3789.43
USR04066,LOG04066,DEV04066,M00495,Isha Naidu,48,Female,03-05-2023,Surat,6306.54
USR04067,LOG04067,DEV04067,M00098,Aditya Dongare,31,Male,03-03-2024,Allahabad,1543.92
USR04068,LOG04068,DEV04068,M00202,Rahul Kumar,75,Male,22-07-2021,Coimbatore,6715.49
USR04069,LOG04069,DEV04069,M00100,Jaya Bose,77,Female,04-04-2022,Kanpur,2359.18
USR04070,LOG04070,DEV04070,M00006,Ajay Bhatt,52,Male,14-08-2023,Bhopal,6407.96
USR04071,LOG04071,DEV04071,M00451,Manish Mukherjee,43,Male,05-07-2021,Meerut,4709.76
USR04072,LOG04072,DEV04072,M00451,Madhuri Srivastava,77,Female,05-12-2024,Chennai,1090.5
USR04073,LOG04073,DEV04073,M00236,Jaya Chopra,24,Female,11-04-2021,Solapur,1152.72
USR04074,LOG04074,DEV04074,M00227,Tanvi Verma,75,Female,16-02-2021,Hyderabad,9322.1
USR04075,LOG04075,DEV04075,M00437,Harsh Desai,60,Male,16-04-2025,Srinagar,5817
USR04076,LOG04076,DEV04076,M00269,Kartik Jain,79,Male,11-03-2022,Ghaziabad,2058.73
USR04077,LOG04077,DEV04077,M00291,Riya Dongare,68,Female,17-02-2025,Madurai,6190.28
USR04078,LOG04078,DEV04078,M00044,Sanya Verma,77,Female,15-11-2023,Vadodara,9613.71
USR04079,LOG04079,DEV04079,M00105,Anand Rastogi,61,Male,17-04-2021,Gwalior,2585.74
USR04080,LOG04080,DEV04080,M00010,Rakesh Bose,85,Male,08-03-2021,Chennai,9752.56
USR04081,LOG04081,DEV04081,M00219,Aditya Reddy,39,Male,12-09-2020,Navi Mumbai,9432.23
USR04082,LOG04082,DEV04082,M00010,Anand Naidu,79,Male,29-07-2021,Pimpri-Chinchwad,6145.25
USR04083,LOG04083,DEV04083,M00349,Tarun Kumar,77,Male,14-07-2025,Faridabad,8319.93
USR04084,LOG04084,DEV04084,M00341,Rakesh Khawshi,62,Male,11-07-2023,Hubli-Dharwad,9839.62
USR04085,LOG04085,DEV04085,M00212,Simran Nair,78,Female,22-04-2023,Bhubaneswar,6879.54
USR04086,LOG04086,DEV04086,M00364,Rohan Naidu,59,Male,09-10-2024,Indore,9518.35
USR04087,LOG04087,DEV04087,M00102,Pallavi Mishra,26,Female,28-09-2024,Kolkata,7259.85
USR04088,LOG04088,DEV04088,M00382,Akash Rastogi,50,Male,22-06-2022,Nashik,1423.83
USR04089,LOG04089,DEV04089,M00218,Tarun Kumar,69,Male,15-03-2021,Nashik,6526.17
USR04090,LOG04090,DEV04090,M00189,Madhuri Nair,54,Female,03-01-2023,Dhanbad,3645.82
USR04091,LOG04091,DEV04091,M00148,Arjun Shah,54,Male,05-05-2022,Vasai-Virar,3467.4
USR04092,LOG04092,DEV04092,M00308,Nitin Thakur,49,Male,24-05-2021,Ranchi,7065.72
USR04093,LOG04093,DEV04093,M00232,Deepak Srivastava,53,Male,23-08-2024,Solapur,5060.51
USR04094,LOG04094,DEV04094,M00067,Kiran Desai,61,Female,22-10-2021,Bhubaneswar,9506.87
USR04095,LOG04095,DEV04095,M00336,Rohan Srivastava,25,Male,01-09-2024,Surat,6364.92
USR04096,LOG04096,DEV04096,M00215,Kiran Saxena,38,Female,01-07-2022,Hubli-Dharwad,7299.18
USR04097,LOG04097,DEV04097,M00135,Harsh Das,35,Male,25-09-2023,Thane,9760.82
USR04098,LOG04098,DEV04098,M00406,Tarun Verma,47,Male,02-07-2023,Amritsar,5693.84
USR04099,LOG04099,DEV04099,M00091,Yash Kumar,75,Male,22-01-2025,Bhopal,9613.98
USR04100,LOG04100,DEV04100,M00495,Ashwjeet Rastogi,84,Male,21-11-2022,Coimbatore,8550.86
USR04101,LOG04101,DEV04101,M00451,Ritu Solanki,74,Female,25-11-2020,Raipur,1192.86
USR04102,LOG04102,DEV04102,M00399,Neelam Bhatt,53,Female,26-03-2021,Pimpri-Chinchwad,8088.16
USR04103,LOG04103,DEV04103,M00453,Neelam Saxena,60,Female,14-09-2023,Raipur,1573.57
USR04104,LOG04104,DEV04104,M00149,Nitin Bose,50,Male,07-05-2020,Patna,9652.46
USR04105,LOG04105,DEV04105,M00075,Vivek Ghosh,38,Male,29-04-2020,Hyderabad,3953.65
USR04106,LOG04106,DEV04106,M00200,Sanjay Bhattacharya,28,Male,02-05-2020,Kanpur,3529.73
USR04107,LOG04107,DEV04107,M00122,Radhika Sen,83,Female,27-07-2020,Gwalior,4907.49
USR04108,LOG04108,DEV04108,M00017,Shalini Desai,32,Female,09-06-2022,Aligarh,9880.34
USR04109,LOG04109,DEV04109,M00086,Amit Dey,71,Male,06-04-2023,Mysore,5485.74
USR04110,LOG04110,DEV04110,M00398,Rahul Bhattacharya,21,Male,16-07-2023,Pimpri-Chinchwad,2183.82
USR04111,LOG04111,DEV04111,M00055,Nisha Naidu,59,Female,02-05-2023,Visakhapatnam,4145.18
USR04112,LOG04112,DEV04112,M00398,Tanvi Vora,34,Female,01-11-2022,Bareilly,5460.95
USR04113,LOG04113,DEV04113,M00146,Siddharth Kapoor,81,Male,19-10-2021,Guwahati,5101.35
USR04114,LOG04114,DEV04114,M00256,Aditya Das,54,Male,30-05-2024,Meerut,3359.3
USR04115,LOG04115,DEV04115,M00403,Ritu Nair,69,Female,28-08-2021,Tiruchirappalli,8249.01
USR04116,LOG04116,DEV04116,M00004,Pooja Vora,83,Female,14-05-2025,Vasai-Virar,5156.52
USR04117,LOG04117,DEV04117,M00229,Harsh Bhargava,75,Male,28-05-2022,Meerut,2668
USR04118,LOG04118,DEV04118,M00193,Rahul Dongare,62,Male,07-04-2022,Nashik,7012.36
USR04119,LOG04119,DEV04119,M00376,Vikas Agarwal,32,Male,25-10-2022,Jodhpur,8578.67
USR04120,LOG04120,DEV04120,M00010,Radhika Sen,53,Female,16-11-2025,Mumbai,6286.45
USR04121,LOG04121,DEV04121,M00440,Raj Saxena,24,Male,04-07-2024,Pimpri-Chinchwad,8443.42
USR04122,LOG04122,DEV04122,M00186,Siddharth Bose,53,Male,10-11-2023,Salem,5926.59
USR04123,LOG04123,DEV04123,M00162,Vikas Jain,73,Male,03-09-2025,Hyderabad,9890.41
USR04124,LOG04124,DEV04124,M00040,Ashwjeet Bhattacharya,31,Male,10-05-2021,Solapur,7447.33
USR04125,LOG04125,DEV04125,M00444,Divya Iyer,82,Female,28-01-2023,Ghaziabad,2262.34
USR04126,LOG04126,DEV04126,M00313,Siddharth Joshi,56,Male,23-01-2020,Chandigarh,2674.16
USR04127,LOG04127,DEV04127,M00424,Shalini Banerjee,41,Female,10-10-2025,Hyderabad,1138.43
USR04128,LOG04128,DEV04128,M00327,Pallavi Sen,61,Female,11-11-2023,Hubli-Dharwad,3296.82
USR04129,LOG04129,DEV04129,M00491,Rekha Verma,20,Female,19-10-2021,Jodhpur,2331.79
USR04130,LOG04130,DEV04130,M00208,Ajay Bose,84,Male,25-09-2023,Amritsar,9426.7
USR04131,LOG04131,DEV04131,M00044,Riya Joshi,54,Female,01-05-2025,Mumbai,952.71
USR04132,LOG04132,DEV04132,M00190,Kartik Modi,46,Male,13-07-2023,Varanasi,2583.84
USR04133,LOG04133,DEV04133,M00363,Akash Dey,75,Male,22-08-2024,Raipur,9709.31
USR04134,LOG04134,DEV04134,M00339,Akash Bhargava,82,Male,26-07-2024,Navi Mumbai,3388.2
USR04135,LOG04135,DEV04135,M00214,Sanjay Desai,86,Male,24-09-2022,Nashik,6937.92
USR04136,LOG04136,DEV04136,M00189,Raj Das,80,Male,22-05-2025,Visakhapatnam,6753.08
USR04137,LOG04137,DEV04137,M00354,Rahul Sen,74,Male,14-02-2024,Madurai,4010.82
USR04138,LOG04138,DEV04138,M00177,Shalini Gupta,21,Female,06-11-2024,Bhopal,4706.09
USR04139,LOG04139,DEV04139,M00437,Deepak Dave,33,Male,10-08-2024,Vadodara,4034.33
USR04140,LOG04140,DEV04140,M00484,Neha Nair,67,Female,06-02-2025,Faridabad,3666.08
USR04141,LOG04141,DEV04141,M00257,Deepak Bose,85,Male,15-05-2021,Amritsar,2961.55
USR04142,LOG04142,DEV04142,M00476,Anjali Dave,86,Female,14-01-2024,Kalyan-Dombivli,6657.21
USR04143,LOG04143,DEV04143,M00491,Jaya Dubey,64,Female,10-09-2024,Aurangabad,4456.68
USR04144,LOG04144,DEV04144,M00102,Manish Mishra,88,Male,30-03-2020,Vijayawada,3743.94
USR04145,LOG04145,DEV04145,M00238,Ashwjeet Joshi,52,Male,02-02-2024,Nagpur,5778.97
USR04146,LOG04146,DEV04146,M00204,Rakesh Reddy,62,Male,11-04-2025,Delhi,3598.79
USR04147,LOG04147,DEV04147,M00493,Ritu Agarwal,64,Female,14-04-2023,Kolkata,2285.71
USR04148,LOG04148,DEV04148,M00352,Shalini Rastogi,71,Female,24-07-2025,Rajkot,7530.47
USR04149,LOG04149,DEV04149,M00421,Radhika Chopra,48,Female,31-08-2024,Chandigarh,6019.59
USR04150,LOG04150,DEV04150,M00428,Deepak Naidu,74,Male,29-03-2022,Raipur,2815.63
USR04151,LOG04151,DEV04151,M00253,Rahul Kapoor,52,Male,12-04-2024,Faridabad,9953.68
USR04152,LOG04152,DEV04152,M00282,Shreya Solanki,63,Female,22-09-2024,Kota,9646.28
USR04153,LOG04153,DEV04153,M00469,Asha Dave,37,Female,28-07-2021,Delhi,2845.5
USR04154,LOG04154,DEV04154,M00132,Harsh Agarwal,58,Male,11-02-2024,Coimbatore,5796
USR04155,LOG04155,DEV04155,M00239,Tarun Choudhary,67,Male,14-08-2021,Aligarh,5888.68
USR04156,LOG04156,DEV04156,M00311,Asha Nair,32,Female,05-11-2025,Kanpur,7101.85
USR04157,LOG04157,DEV04157,M00241,Sanjay Srivastava,62,Male,30-04-2020,Varanasi,7740.67
USR04158,LOG04158,DEV04158,M00398,Manish Jain,57,Male,13-12-2024,Srinagar,5346.61
USR04159,LOG04159,DEV04159,M00241,Pooja Chopra,73,Female,05-09-2022,Amritsar,5008.37
USR04160,LOG04160,DEV04160,M00295,Shalini Choudhary,43,Female,30-04-2023,Kanpur,3292.86
USR04161,LOG04161,DEV04161,M00367,Vivek Agarwal,70,Male,07-09-2020,Salem,809.27
USR04162,LOG04162,DEV04162,M00395,Satendra Dehariya,77,Female,26-01-2023,Pune,9535.87
USR04163,LOG04163,DEV04163,M00364,Aditya Choudhary,24,Male,26-12-2023,Allahabad,5742.75
USR04164,LOG04164,DEV04164,M00214,Manish Purohit,43,Male,11-07-2023,Raipur,7235.43
USR04165,LOG04165,DEV04165,M00058,Dhanlaxmi Verma,59,Female,05-06-2022,Jabalpur,6365.22
USR04166,LOG04166,DEV04166,M00264,Aarav Rastogi,42,Male,17-07-2024,Gwalior,1659.51
USR04167,LOG04167,DEV04167,M00252,Riya Trivedi,48,Female,22-03-2024,Howrah,3495.16
USR04168,LOG04168,DEV04168,M00390,Sakshi Choudhary,57,Female,19-07-2021,Mysore,8443.43
USR04169,LOG04169,DEV04169,M00386,Rekha Bose,90,Female,13-02-2021,Jodhpur,8358.78
USR04170,LOG04170,DEV04170,M00458,Arjun Agarwal,83,Male,15-07-2025,Nagpur,4217.75
USR04171,LOG04171,DEV04171,M00376,Pooja Rastogi,88,Female,04-10-2025,Visakhapatnam,6341.92
USR04172,LOG04172,DEV04172,M00468,Deepak Shah,37,Male,26-11-2025,Kota,1331.13
USR04173,LOG04173,DEV04173,M00052,Sanya Modi,40,Female,29-09-2022,Jalandhar,3044.82
USR04174,LOG04174,DEV04174,M00236,Dhanlaxmi Bhatt,28,Female,10-07-2022,Kanpur,3210.74
USR04175,LOG04175,DEV04175,M00179,Tarun Rastogi,75,Male,15-04-2021,Tiruchirappalli,4426.33
USR04176,LOG04176,DEV04176,M00187,Jaya Munjewar,21,Female,01-04-2021,Allahabad,4433.63
USR04177,LOG04177,DEV04177,M00428,Ashwjeet Bhatt,41,Male,03-03-2021,Agra,4604.33
USR04178,LOG04178,DEV04178,M00230,Satendra Dehariya,58,Female,06-11-2025,Faridabad,7162.93
USR04179,LOG04179,DEV04179,M00208,Sanjay Jain,33,Male,12-11-2021,Howrah,5768.46
USR04180,LOG04180,DEV04180,M00404,Siddharth Vora,58,Male,17-08-2024,Kota,8987.64
USR04181,LOG04181,DEV04181,M00345,Vivek Srivastava,86,Male,16-09-2020,Kolkata,9523.82
USR04182,LOG04182,DEV04182,M00025,Pallavi Bose,47,Female,15-03-2024,Chandigarh,9585.6
USR04183,LOG04183,DEV04183,M00325,Madhuri Purohit,22,Female,14-11-2021,Ludhiana,643.31
USR04184,LOG04184,DEV04184,M00208,Neelam Choudhary,51,Female,12-02-2021,Hyderabad,6557.71
USR04185,LOG04185,DEV04185,M00420,Rahul Joshi,20,Male,03-07-2021,Mira-Bhayandar,1359.19
USR04186,LOG04186,DEV04186,M00279,Simran Bakode,48,Female,20-01-2025,Aurangabad,5302.62
USR04187,LOG04187,DEV04187,M00039,Arjun Shah,50,Male,17-06-2023,Moradabad,4826.46
USR04188,LOG04188,DEV04188,M00424,Tanya Mehta,40,Female,25-12-2021,Jalandhar,2251.82
USR04189,LOG04189,DEV04189,M00444,Shreya Kumar,77,Female,30-08-2021,Chennai,4963.44
USR04190,LOG04190,DEV04190,M00014,Pallavi Naidu,71,Female,15-01-2025,Gwalior,3843.34
USR04191,LOG04191,DEV04191,M00252,Siddharth Munjewar,37,Male,13-03-2021,Mumbai,9831.9
USR04192,LOG04192,DEV04192,M00020,Satendra Dehariya,77,Female,18-08-2021,Indore,3124.62
USR04193,LOG04193,DEV04193,M00463,Sakshi Bose,48,Female,22-12-2020,Kalyan-Dombivli,9090.74
USR04194,LOG04194,DEV04194,M00365,Sakshi Ghosh,67,Female,29-06-2020,Madurai,7705.72
USR04195,LOG04195,DEV04195,M00223,Divya Solanki,88,Female,26-10-2025,Chennai,4372.75
USR04196,LOG04196,DEV04196,M00080,Aditya Chopra,85,Male,21-01-2024,Bhubaneswar,2517.62
USR04197,LOG04197,DEV04197,M00057,Madhuri Trivedi,22,Female,22-02-2021,Kanpur,2108.95
USR04198,LOG04198,DEV04198,M00257,Ritu Naidu,84,Female,23-02-2020,Hubli-Dharwad,8150.97
USR04199,LOG04199,DEV04199,M00025,Rekha Dey,46,Female,26-03-2025,Patna,5429.46
USR04200,LOG04200,DEV04200,M00278,Amit Chauhan,70,Male,25-09-2022,Rajkot,8972.75
USR04201,LOG04201,DEV04201,M00251,Arjun Nair,53,Male,10-01-2021,Bhopal,6223.6
USR04202,LOG04202,DEV04202,M00380,Asha Kumar,82,Female,24-05-2021,Allahabad,3910.76
USR04203,LOG04203,DEV04203,M00449,Ritu Naidu,84,Female,23-09-2024,Surat,1845.5
USR04204,LOG04204,DEV04204,M00170,Tarun Mukherjee,89,Male,14-03-2021,Raipur,1035.19
USR04205,LOG04205,DEV04205,M00465,Varun Purohit,90,Male,25-06-2024,Varanasi,2090.12
USR04206,LOG04206,DEV04206,M00431,Kiran Purohit,35,Female,21-07-2023,Kota,3274.39
USR04207,LOG04207,DEV04207,M00189,Radhika Verma,62,Female,11-03-2021,Kolkata,7120.47
USR04208,LOG04208,DEV04208,M00200,Siddharth Dongare,39,Male,09-04-2020,Aligarh,6578.21
USR04209,LOG04209,DEV04209,M00149,Akash Joshi,44,Male,15-09-2021,Vasai-Virar,7573.01
USR04210,LOG04210,DEV04210,M00457,Vivek Khandelwal,45,Male,20-08-2023,Moradabad,6236.06
USR04211,LOG04211,DEV04211,M00430,Nitin Varma,72,Male,28-01-2023,Vasai-Virar,7884.55
USR04212,LOG04212,DEV04212,M00281,Rohan Gupta,49,Male,03-04-2023,Amritsar,1990.49
USR04213,LOG04213,DEV04213,M00237,Kartik Dave,41,Male,03-02-2021,Meerut,8763.57
USR04214,LOG04214,DEV04214,M00441,Rahul Chauhan,42,Male,19-04-2025,Ranchi,7495.59
USR04215,LOG04215,DEV04215,M00310,Jaya Choudhary,61,Female,15-08-2024,Allahabad,3692.43
USR04216,LOG04216,DEV04216,M00068,Manish Choudhary,63,Male,29-01-2025,Thane,7647.67
USR04217,LOG04217,DEV04217,M00459,Ritu Rastogi,86,Female,21-01-2021,Gwalior,3188.09
USR04218,LOG04218,DEV04218,M00200,Yash Nair,53,Male,03-06-2022,Nashik,8621.3
USR04219,LOG04219,DEV04219,M00418,Pallavi Dey,35,Female,20-06-2021,Delhi,583.31
USR04220,LOG04220,DEV04220,M00106,Amit Tiwari,40,Male,11-01-2024,Mysore,1403.22
USR04221,LOG04221,DEV04221,M00356,Sakshi Banerjee,64,Female,01-08-2024,Hubli-Dharwad,1663.77
USR04222,LOG04222,DEV04222,M00263,Isha Trivedi,65,Female,09-07-2024,Kolkata,1177.24
USR04223,LOG04223,DEV04223,M00377,Dhanlaxmi Roy,83,Female,02-12-2024,Allahabad,3376.54
USR04224,LOG04224,DEV04224,M00117,Akash Modi,65,Male,13-12-2023,Delhi,3179.08
USR04225,LOG04225,DEV04225,M00422,Shalini Naidu,38,Female,14-03-2020,Guwahati,6647.02
USR04226,LOG04226,DEV04226,M00211,Aarav Dubey,74,Male,10-07-2025,Chandigarh,586.56
USR04227,LOG04227,DEV04227,M00038,Rahul Rastogi,57,Male,10-10-2020,Patna,5945.54
USR04228,LOG04228,DEV04228,M00175,Shalini Tiwari,52,Female,13-11-2022,Moradabad,8348.17
USR04229,LOG04229,DEV04229,M00270,Ritu Joshi,37,Female,10-08-2024,Aligarh,1975.29
USR04230,LOG04230,DEV04230,M00335,Kunal Khandelwal,41,Female,17-12-2024,Madurai,4186.88
USR04231,LOG04231,DEV04231,M00044,Kartik Mehta,61,Male,27-07-2024,Dhanbad,1711.53
USR04232,LOG04232,DEV04232,M00151,Rakesh Bhattacharya,48,Male,23-09-2025,Salem,8914.16
USR04233,LOG04233,DEV04233,M00415,Varun Rastogi,81,Male,20-12-2022,Gwalior,9488.04
USR04234,LOG04234,DEV04234,M00418,Pallavi Ghosh,58,Female,06-04-2021,Agra,1613.6
USR04235,LOG04235,DEV04235,M00275,Ajay Mishra,78,Male,04-07-2022,Srinagar,7574.44
USR04236,LOG04236,DEV04236,M00122,Rakesh Rastogi,56,Male,25-05-2024,Hyderabad,3751.04
USR04237,LOG04237,DEV04237,M00259,Tanvi Mehta,25,Female,17-03-2025,Kalyan-Dombivli,3554.42
USR04238,LOG04238,DEV04238,M00082,Satendra Dehariya,44,Female,27-05-2023,Madurai,6301.75
USR04239,LOG04239,DEV04239,M00380,Ajay Mehta,46,Male,13-08-2022,Surat,9683.64
USR04240,LOG04240,DEV04240,M00047,Ashwjeet Dubey,43,Male,26-12-2023,Varanasi,7560.39
USR04241,LOG04241,DEV04241,M00013,Pallavi Das,70,Female,07-09-2021,Vijayawada,8496.9
USR04242,LOG04242,DEV04242,M00288,Tanvi Mehta,37,Female,10-01-2020,Ranchi,6369.49
USR04243,LOG04243,DEV04243,M00319,Tarun Sen,76,Male,02-05-2022,Raipur,3865.5
USR04244,LOG04244,DEV04244,M00218,Vivek Mukherjee,32,Male,22-12-2024,Bangalore,7281.46
USR04245,LOG04245,DEV04245,M00365,Pallavi Khawshi,30,Female,28-02-2025,Rajkot,7966.05
USR04246,LOG04246,DEV04246,M00310,Tanvi Bose,44,Female,08-08-2022,Jabalpur,4955.21
USR04247,LOG04247,DEV04247,M00235,Nisha Desai,61,Female,24-06-2022,Mira-Bhayandar,7842.4
USR04248,LOG04248,DEV04248,M00330,Varun Iyer,85,Male,25-12-2021,Allahabad,863.52
USR04249,LOG04249,DEV04249,M00372,Arjun Bhatt,68,Male,24-05-2022,Amritsar,7113.45
USR04250,LOG04250,DEV04250,M00482,Akash Nair,53,Male,29-09-2023,Jabalpur,2076.58
USR04251,LOG04251,DEV04251,M00458,Tanvi Modi,51,Female,02-06-2020,Varanasi,5171.74
USR04252,LOG04252,DEV04252,M00228,Harsh Vora,68,Male,12-04-2025,Jalandhar,6146.95
USR04253,LOG04253,DEV04253,M00270,Raj Dongare,41,Male,09-04-2021,Guwahati,3948.91
USR04254,LOG04254,DEV04254,M00073,Pooja Reddy,52,Female,29-04-2021,Ghaziabad,1784.11
USR04255,LOG04255,DEV04255,M00264,Rohan Thakur,59,Male,07-05-2021,Vadodara,887.13
USR04256,LOG04256,DEV04256,M00316,Rakesh Bakode,63,Male,04-06-2021,Aligarh,9240.35
USR04257,LOG04257,DEV04257,M00369,Shreya Dongare,54,Female,02-08-2021,Chennai,2754.98
USR04258,LOG04258,DEV04258,M00264,Anand Naidu,85,Male,05-06-2020,Kolkata,6857.39
USR04259,LOG04259,DEV04259,M00022,Tanya Chauhan,39,Female,27-07-2020,Moradabad,4692.63
USR04260,LOG04260,DEV04260,M00432,Anand Desai,78,Male,10-01-2024,Coimbatore,8470.65
USR04261,LOG04261,DEV04261,M00309,Nitin Bhargava,71,Male,07-11-2025,Jaipur,9866.87
USR04262,LOG04262,DEV04262,M00335,Akash Jain,43,Male,08-12-2024,Pune,4304.45
USR04263,LOG04263,DEV04263,M00035,Yash Gupta,63,Male,28-04-2021,Coimbatore,7938.25
USR04264,LOG04264,DEV04264,M00077,Asha Iyer,48,Female,04-12-2020,Allahabad,1543.46
USR04265,LOG04265,DEV04265,M00453,Neha Bhatt,66,Female,13-09-2020,Tiruchirappalli,2581.57
USR04266,LOG04266,DEV04266,M00413,Anand Nair,37,Male,19-03-2025,Kolkata,2246.13
USR04267,LOG04267,DEV04267,M00062,Ajay Bhattacharya,41,Male,26-11-2025,Pune,2649.85
USR04268,LOG04268,DEV04268,M00450,Pallavi Bose,42,Female,09-01-2020,Jalandhar,5613.77
USR04269,LOG04269,DEV04269,M00292,Shalini Iyer,67,Female,11-07-2021,Bareilly,1948.55
USR04270,LOG04270,DEV04270,M00388,Pallavi Bose,60,Female,15-06-2024,Moradabad,8498.84
USR04271,LOG04271,DEV04271,M00366,Tanvi Kapoor,79,Female,03-02-2025,Patna,1568.02
USR04272,LOG04272,DEV04272,M00200,Anand Verma,86,Male,28-03-2022,Varanasi,7213.51
USR04273,LOG04273,DEV04273,M00488,Divya Reddy,48,Female,13-11-2024,Ahmedabad,4117.15
USR04274,LOG04274,DEV04274,M00002,Tanya Kumar,33,Female,19-11-2025,Mira-Bhayandar,1351.36
USR04275,LOG04275,DEV04275,M00480,Sanjay Naidu,26,Male,05-07-2021,Madurai,6612.62
USR04276,LOG04276,DEV04276,M00216,Rekha Iyer,40,Female,28-08-2022,Jalandhar,4611.65
USR04277,LOG04277,DEV04277,M00280,Isha Das,32,Female,22-04-2022,Allahabad,7358.31
USR04278,LOG04278,DEV04278,M00453,Vikas Vora,66,Male,11-03-2024,Jodhpur,4913.9
USR04279,LOG04279,DEV04279,M00136,Rakesh Verma,43,Male,21-07-2022,Faridabad,2332.57
USR04280,LOG04280,DEV04280,M00335,Pallavi Saxena,53,Female,09-12-2025,Nashik,723.13
USR04281,LOG04281,DEV04281,M00009,Riya Mishra,29,Female,08-03-2020,Mumbai,4041.63
USR04282,LOG04282,DEV04282,M00123,Meera Mukherjee,43,Female,27-06-2024,Jalandhar,9385
USR04283,LOG04283,DEV04283,M00292,Vikas Mehta,52,Male,15-12-2020,Jalandhar,2459.25
USR04284,LOG04284,DEV04284,M00105,Rahul Agarwal,61,Male,21-07-2021,Nashik,3957.03
USR04285,LOG04285,DEV04285,M00463,Varun Munjewar,59,Male,30-09-2020,Ludhiana,1090.51
USR04286,LOG04286,DEV04286,M00192,Shalini Reddy,72,Female,22-06-2021,Moradabad,2603.82
USR04287,LOG04287,DEV04287,M00447,Tanvi Nair,29,Female,18-07-2023,Gwalior,2465.29
USR04288,LOG04288,DEV04288,M00487,Satendra Dehariya,80,Female,09-06-2025,Kalyan-Dombivli,5379.97
USR04289,LOG04289,DEV04289,M00359,Asha Mukherjee,21,Female,25-02-2023,Agra,1904.27
USR04290,LOG04290,DEV04290,M00395,Deepak Jain,53,Male,19-09-2025,Dhanbad,4226.07
USR04291,LOG04291,DEV04291,M00284,Sanjay Rastogi,80,Male,03-12-2025,Aurangabad,3370.42
USR04292,LOG04292,DEV04292,M00445,Sakshi Sen,22,Female,30-10-2025,Ranchi,9394.25
USR04293,LOG04293,DEV04293,M00256,Jaya Gandhi,84,Female,16-04-2022,Jalandhar,594.75
USR04294,LOG04294,DEV04294,M00333,Raj Khawshi,43,Male,17-06-2023,Vijayawada,6973.92
USR04295,LOG04295,DEV04295,M00493,Jaya Mukherjee,53,Female,10-12-2024,Bareilly,7580.25
USR04296,LOG04296,DEV04296,M00063,Kiran Sen,28,Female,13-11-2021,Vadodara,6053.9
USR04297,LOG04297,DEV04297,M00083,Manish Dongare,79,Male,31-03-2021,Varanasi,9315.12
USR04298,LOG04298,DEV04298,M00397,Satendra Dehariya,26,Female,14-11-2023,Gurgaon,6304.61
USR04299,LOG04299,DEV04299,M00247,Ajay Verma,40,Male,18-10-2023,Coimbatore,3989.85
USR04300,LOG04300,DEV04300,M00234,Kiran Jain,39,Female,18-01-2023,Allahabad,6351.5
USR04301,LOG04301,DEV04301,M00388,Shalini Bhatt,27,Female,30-12-2022,Nashik,6323.26
USR04302,LOG04302,DEV04302,M00283,Yash Nair,74,Male,11-03-2020,Dhanbad,2621.86
